Role,City,Experience,Company_Size,Job_Type,ReactJS,NodeJS,Python,SQL,MongoDB,Git,PWA,Socket_io,Scikit_learn,TensorFlow,LLM,LangChain,Pandas,Agile,JIRA,BA,Project_Mgmt,IT_Support,Documentation,Risk_Mgmt,Stakeholder_Mgmt,Figma,User_Research,Wireframing,Prototyping,Adobe_XD,Design_Systems,Usability_Testing,Interaction_Design,Salary
FullStack,Peshawar,6Months,Large,Onsite,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,144000
AIEngineer,Faisalabad,Fresh,Medium,Remote,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,87000
ITManagement,Faisalabad,Fresh,Large,Onsite,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,96000
FullStack,Lahore,1Year,Medium,Onsite,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,158000
FullStack,Rawalpindi,1Year,Small,Onsite,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,116000
AIEngineer,Peshawar,MoreThan1.5Years,Medium,Onsite,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,213000
FullStack,Lahore,1Year,Small,Remote,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,121000
AIEngineer,Rawalpindi,MoreThan1.5Years,Large,Onsite,0,0,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,378000
UIUXDesign,Lahore,Fresh,Small,Onsite,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,60000
AIEngineer,Islamabad,6Months,Small,Onsite,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,125000
FullStack,Rawalpindi,MoreThan1.5Years,Medium,Onsite,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,202000
FullStack,Islamabad,MoreThan1.5Years,Small,Onsite,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,145000
FullStack,Rawalpindi,MoreThan1.5Years,Medium,Onsite,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,215000
UIUXDesign,Karachi,Fresh,Small,Onsite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,52000
ITManagement,Faisalabad,MoreThan1.5Years,Small,Onsite,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,97000
UIUXDesign,Lahore,MoreThan1.5Years,Small,Remote,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,119000
AIEngineer,Peshawar,MoreThan1.5Years,Medium,Onsite,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,222000
AIEngineer,Rawalpindi,MoreThan1.5Years,Medium,Remote,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,288000
ITManagement,Karachi,MoreThan1.5Years,Large,Remote,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,248000
ITManagement,Faisalabad,6Months,Medium,Remote,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,85000
FullStack,Peshawar,Fresh,Medium,Onsite,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69000
UIUXDesign,Faisalabad,1Year,Medium,Remote,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,0,1,153000
UIUXDesign,Lahore,MoreThan1.5Years,Medium,Onsite,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,180000
UIUXDesign,Islamabad,6Months,Medium,Onsite,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,138000
AIEngineer,Karachi,1Year,Large,Remote,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,309000
ITManagement,Rawalpindi,Fresh,Small,Onsite,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,47000
UIUXDesign,Islamabad,Fresh,Small,Remote,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,68000
AIEngineer,Faisalabad,1Year,Small,Remote,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,102000
ITManagement,Lahore,1Year,Small,Remote,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,77000
ITManagement,Peshawar,6Months,Large,Remote,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,112000
FullStack,Faisalabad,1Year,Medium,Onsite,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,137000
UIUXDesign,Faisalabad,1Year,Small,Onsite,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,93000
AIEngineer,Lahore,Fresh,Medium,Remote,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,118000
ITManagement,Lahore,MoreThan1.5Years,Small,Remote,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,106000
ITManagement,Peshawar,MoreThan1.5Years,Medium,Remote,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,139000
UIUXDesign,Peshawar,MoreThan1.5Years,Large,Onsite,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,226000
FullStack,Faisalabad,Fresh,Medium,Remote,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,74000
FullStack,Peshawar,1Year,Medium,Onsite,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,152000
AIEngineer,Rawalpindi,Fresh,Medium,Onsite,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,112000
UIUXDesign,Islamabad,1Year,Medium,Onsite,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,1,0,1,1,1,168000
ITManagement,Lahore,1Year,Medium,Remote,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,126000
FullStack,Faisalabad,MoreThan1.5Years,Small,Onsite,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,117000
FullStack,Lahore,Fresh,Large,Onsite,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,126000
AIEngineer,Faisalabad,6Months,Small,Onsite,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,100000
FullStack,Peshawar,Fresh,Small,Onsite,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,45000
UIUXDesign,Islamabad,1Year,Large,Onsite,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,239000
ITManagement,Lahore,MoreThan1.5Years,Small,Onsite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,97000
UIUXDesign,Islamabad,6Months,Small,Onsite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,81000
AIEngineer,Karachi,6Months,Large,Remote,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,235000
UIUXDesign,Lahore,Fresh,Small,Onsite,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,63000
UIUXDesign,Islamabad,Fresh,Large,Remote,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,140000
UIUXDesign,Islamabad,MoreThan1.5Years,Medium,Onsite,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0,205000
ITManagement,Islamabad,MoreThan1.5Years,Large,Onsite,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,247000
UIUXDesign,Rawalpindi,1Year,Small,Remote,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,106000
UIUXDesign,Faisalabad,MoreThan1.5Years,Medium,Onsite,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,169000
ITManagement,Islamabad,6Months,Small,Onsite,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,78000
ITManagement,Rawalpindi,MoreThan1.5Years,Medium,Remote,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,181000
UIUXDesign,Islamabad,6Months,Medium,Onsite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,116000
AIEngineer,Islamabad,Fresh,Small,Onsite,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70000
AIEngineer,Islamabad,1Year,Medium,Remote,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,216000
ITManagement,Rawalpindi,Fresh,Small,Onsite,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,53000
ITManagement,Lahore,Fresh,Large,Onsite,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,99000
FullStack,Rawalpindi,Fresh,Small,Onsite,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54000
AIEngineer,Rawalpindi,6Months,Large,Onsite,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,209000
UIUXDesign,Lahore,6Months,Medium,Onsite,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,116000
ITManagement,Islamabad,MoreThan1.5Years,Medium,Remote,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,178000
AIEngineer,Peshawar,6Months,Medium,Onsite,0,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,134000
UIUXDesign,Peshawar,6Months,Large,Remote,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,1,0,127000
FullStack,Rawalpindi,6Months,Small,Remote,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,85000
ITManagement,Islamabad,6Months,Medium,Onsite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,105000
UIUXDesign,Rawalpindi,Fresh,Large,Remote,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,123000
UIUXDesign,Faisalabad,1Year,Large,Onsite,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,1,188000
FullStack,Karachi,6Months,Small,Onsite,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,105000
AIEngineer,Islamabad,Fresh,Large,Remote,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,158000
ITManagement,Rawalpindi,1Year,Large,Onsite,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,187000
UIUXDesign,Lahore,1Year,Small,Onsite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,1,0,1,1,108000
AIEngineer,Faisalabad,MoreThan1.5Years,Large,Onsite,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309000
AIEngineer,Islamabad,Fresh,Medium,Remote,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,132000
FullStack,Faisalabad,1Year,Small,Remote,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,96000
ITManagement,Islamabad,Fresh,Small,Remote,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,50000
UIUXDesign,Lahore,Fresh,Medium,Onsite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,77000
ITManagement,Karachi,1Year,Small,Onsite,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,92000
FullStack,Islamabad,Fresh,Medium,Onsite,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,100000
FullStack,Islamabad,Fresh,Medium,Onsite,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82000
ITManagement,Islamabad,1Year,Small,Onsite,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,90000
ITManagement,Lahore,Fresh,Small,Remote,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,52000
FullStack,Faisalabad,MoreThan1.5Years,Large,Onsite,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,260000
UIUXDesign,Peshawar,MoreThan1.5Years,Small,Onsite,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,1,124000
ITManagement,Lahore,Fresh,Medium,Onsite,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60000
UIUXDesign,Rawalpindi,6Months,Medium,Onsite,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,117000
ITManagement,Karachi,1Year,Medium,Remote,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,157000
AIEngineer,Islamabad,1Year,Small,Remote,1,0,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,162000
UIUXDesign,Peshawar,6Months,Small,Onsite,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,72000
UIUXDesign,Islamabad,Fresh,Large,Onsite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,125000
AIEngineer,Peshawar,MoreThan1.5Years,Small,Onsite,0,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,136000
AIEngineer,Lahore,Fresh,Small,Remote,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82000
AIEngineer,Karachi,6Months,Medium,Onsite,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,182000
AIEngineer,Karachi,1Year,Small,Onsite,0,0,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,179000
FullStack,Lahore,1Year,Medium,Remote,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160000
ITManagement,Peshawar,6Months,Large,Onsite,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,109000
FullStack,Karachi,Fresh,Small,Onsite,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,63000
AIEngineer,Peshawar,6Months,Small,Onsite,0,0,1,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,110000
ITManagement,Lahore,Fresh,Large,Remote,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,98000
UIUXDesign,Lahore,1Year,Large,Onsite,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,207000
AIEngineer,Faisalabad,6Months,Large,Onsite,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,175000
UIUXDesign,Faisalabad,6Months,Medium,Remote,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,104000
FullStack,Lahore,MoreThan1.5Years,Small,Onsite,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,135000
FullStack,Peshawar,1Year,Large,Remote,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175000
FullStack,Peshawar,6Months,Medium,Remote,1,1,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,125000
ITManagement,Islamabad,1Year,Large,Remote,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,201000
FullStack,Lahore,MoreThan1.5Years,Medium,Remote,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,212000
ITManagement,Faisalabad,1Year,Small,Onsite,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,78000
UIUXDesign,Karachi,6Months,Small,Onsite,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,79000
AIEngineer,Rawalpindi,Fresh,Small,Remote,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,84000
AIEngineer,Peshawar,MoreThan1.5Years,Large,Remote,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,256000
UIUXDesign,Islamabad,1Year,Large,Onsite,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,225000
AIEngineer,Lahore,MoreThan1.5Years,Small,Onsite,0,1,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172000
ITManagement,Karachi,1Year,Small,Onsite,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,90000
ITManagement,Peshawar,Fresh,Large,Onsite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,80000
AIEngineer,Islamabad,1Year,Small,Remote,0,0,1,1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,150000
FullStack,Karachi,MoreThan1.5Years,Large,Onsite,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,344000
FullStack,Peshawar,Fresh,Small,Remote,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,58000
AIEngineer,Islamabad,6Months,Large,Remote,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,245000
AIEngineer,Peshawar,6Months,Large,Remote,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,176000
FullStack,Faisalabad,MoreThan1.5Years,Large,Onsite,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,229000
AIEngineer,Karachi,1Year,Large,Onsite,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,306000
FullStack,Peshawar,1Year,Large,Onsite,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,193000
UIUXDesign,Faisalabad,1Year,Small,Remote,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,97000
FullStack,Faisalabad,1Year,Large,Onsite,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,194000
UIUXDesign,Rawalpindi,MoreThan1.5Years,Medium,Remote,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1,0,206000
FullStack,Lahore,6Months,Small,Remote,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,97000
ITManagement,Karachi,MoreThan1.5Years,Large,Remote,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,260000
UIUXDesign,Faisalabad,Fresh,Small,Onsite,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,45000
FullStack,Karachi,1Year,Small,Remote,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,116000
FullStack,Lahore,Fresh,Large,Onsite,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,125000
AIEngineer,Karachi,Fresh,Medium,Remote,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133000
ITManagement,Rawalpindi,MoreThan1.5Years,Small,Remote,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,112000
ITManagement,Peshawar,6Months,Small,Onsite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,49000
UIUXDesign,Lahore,Fresh,Large,Onsite,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,112000
FullStack,Faisalabad,6Months,Small,Remote,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,64000
FullStack,Karachi,6Months,Large,Remote,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,217000
FullStack,Faisalabad,Fresh,Large,Onsite,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,104000
ITManagement,Rawalpindi,6Months,Small,Onsite,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,72000
AIEngineer,Islamabad,1Year,Medium,Onsite,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,212000
ITManagement,Peshawar,6Months,Medium,Remote,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,91000
FullStack,Faisalabad,MoreThan1.5Years,Medium,Onsite,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,183000
UIUXDesign,Rawalpindi,MoreThan1.5Years,Large,Onsite,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,1,291000
AIEngineer,Peshawar,Fresh,Medium,Onsite,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,96000
UIUXDesign,Karachi,6Months,Large,Remote,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1,0,184000
ITManagement,Karachi,Fresh,Large,Remote,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,105000
UIUXDesign,Peshawar,1Year,Small,Onsite,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,94000
UIUXDesign,Rawalpindi,MoreThan1.5Years,Small,Onsite,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,141000
AIEngineer,Karachi,Fresh,Large,Onsite,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178000
UIUXDesign,Faisalabad,1Year,Small,Onsite,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,1,1,105000
FullStack,Rawalpindi,6Months,Medium,Remote,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,129000
FullStack,Karachi,6Months,Large,Remote,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203000
ITManagement,Peshawar,Fresh,Small,Onsite,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,37000
